policy_id,customer_age,vehicle_age,annual_mileage,base_rate,current_premium,risk_segment,age_group
POL-003081,32,8,21100,824.88,1407.93,medium,25-40
POL-003082,20,3,11300,840.41,2012.35,high,<25
POL-003083,60,4,10400,942.66,967.48,low,>40
POL-003084,60,6,20200,1113.52,1671.54,medium,>40
POL-003085,30,5,5000,821.48,578.91,low,25-40
POL-003086,24,16,18800,1071.46,3125.35,high,<25
POL-003087,24,6,9800,957.76,1655.04,medium,<25
POL-003088,72,3,9800,1148.03,1408.07,low,>40
POL-003089,30,7,30000,927.55,1990.09,high,25-40
POL-003090,45,8,10600,1159.74,1205.11,low,>40
POL-003091,62,7,20800,927.79,1419.49,medium,>40
POL-003092,33,3,15300,1121.48,1635.02,medium,25-40
POL-003093,44,17,16000,985.58,1577.91,medium,>40
POL-003094,18,1,12100,972.62,3283.52,high,<25
POL-003095,18,7,11800,1128.53,3017.62,high,<25
POL-003096,34,3,26900,961.66,2023.22,high,25-40
POL-003097,42,13,20500,912.84,1609.6,medium,>40
POL-003098,48,9,10800,968.94,1040.61,low,>40
POL-003099,35,8,8400,1132.54,1062.28,low,25-40
POL-003100,58,6,10400,910.53,859.75,low,>40
POL-003101,50,16,21000,789.19,1300.45,medium,>40
POL-003102,33,6,22900,1172.75,2111.08,medium,25-40
POL-003103,24,20,17300,919.42,2710.15,high,<25
POL-003104,63,3,6500,852.45,644.58,low,>40
POL-003105,51,7,19000,801.62,1119.86,low,>40
POL-003106,40,11,24300,811.48,1476.34,medium,25-40
POL-003107,40,10,14600,955.27,1248.02,low,25-40
POL-003108,54,6,30000,830.32,1560.91,medium,>40
POL-003109,72,2,7500,819.82,997.16,low,>40
POL-003110,28,8,18400,935.6,1878.33,medium,25-40
POL-003111,29,5,8500,1119.85,1432.55,low,25-40
POL-003112,54,4,21700,969.07,1553.58,medium,>40
POL-003113,68,12,17800,940.17,1508.93,medium,>40
POL-003114,67,1,30000,954.3,2615.85,high,>40
POL-003115,27,7,16900,810.09,1538.9,medium,25-40
POL-003116,68,0,11300,1100.95,1599.81,medium,>40
POL-003117,74,10,10800,803.5,1018.26,low,>40
POL-003118,43,12,12100,797.36,922.0,low,>40
POL-003119,29,8,10700,974.77,1375.79,medium,25-40
POL-003120,73,5,24800,859.68,1927.99,high,>40
POL-003121,71,16,24000,781.38,1801.21,high,>40
POL-003122,64,16,6900,921.13,760.29,low,>40
POL-003123,30,9,13700,994.1,1308.44,low,25-40
POL-003124,22,18,13900,807.03,2063.47,high,<25
POL-003125,49,3,9500,939.45,956.95,low,>40
POL-003126,25,6,16400,1138.25,2120.49,medium,25-40
POL-003127,46,1,26100,1103.5,2558.37,high,>40
POL-003128,68,3,20200,819.4,1471.94,medium,>40
POL-003129,72,2,24800,1164.88,3082.7,high,>40
POL-003130,23,10,9800,1127.26,1988.95,medium,<25
POL-003131,69,3,13700,965.85,1348.02,low,>40
POL-003132,48,1,9600,923.12,1117.14,low,>40
POL-003133,42,4,15000,927.34,1271.13,low,>40
POL-003134,51,4,15700,852.11,1106.91,low,>40
POL-003135,59,2,20800,989.67,1821.35,medium,>40
POL-003136,47,7,24400,979.16,1749.34,medium,>40
POL-003137,47,8,18400,789.01,1173.36,medium,>40
POL-003138,26,2,9200,980.26,1557.8,medium,25-40
POL-003139,31,11,7300,1066.15,932.04,low,25-40
POL-003140,41,3,17100,959.17,1431.65,medium,>40
POL-003141,29,4,26500,1139.63,3052.81,high,25-40
POL-003142,72,9,13400,1111.76,1620.97,medium,>40
POL-003143,65,4,6800,818.3,724.37,low,>40
POL-003144,23,3,30000,1147.09,4317.75,high,<25
POL-003145,25,7,16800,1164.23,2203.13,medium,25-40
POL-003146,20,13,14600,920.49,2733.69,high,<25
POL-003147,35,12,8000,915.66,849.57,low,25-40
POL-003148,50,4,13600,1134.56,1342.48,low,>40
POL-003149,22,3,18400,797.92,2185.86,high,<25
POL-003150,45,4,16900,794.93,1177.47,medium,>40
POL-003151,34,12,9900,921.83,982.35,low,25-40
POL-003152,23,4,13200,1086.05,2397.47,high,<25
POL-003153,32,17,10200,947.83,1189.11,low,25-40
POL-003154,51,9,28500,858.08,1593.05,medium,>40
POL-003155,35,6,20200,981.17,1627.9,medium,25-40
POL-003156,24,4,10700,954.12,1837.53,medium,<25
POL-003157,44,7,8000,910.21,787.71,low,>40
POL-003158,61,3,15300,1139.37,1502.9,low,>40
POL-003159,41,2,10800,945.36,1235.09,low,>40
POL-003160,25,9,11200,1151.18,1708.97,medium,25-40
POL-003161,21,6,8100,1119.32,2050.72,medium,<25
POL-003162,24,11,8600,1138.85,1845.84,medium,<25
POL-003163,22,8,14500,1086.41,2421.8,high,<25
POL-003164,39,4,12000,847.32,1054.87,low,25-40
POL-003165,21,12,30000,1151.3,5044.31,high,<25
POL-003166,66,4,17600,938.03,1540.7,medium,>40
POL-003167,64,15,8000,994.05,903.28,low,>40
POL-003168,22,4,6800,917.74,1316.38,medium,<25
POL-003169,43,2,16100,780.64,1322.09,medium,>40
POL-003170,35,16,11300,841.58,1057.96,low,25-40
POL-003171,73,4,24600,828.25,1847.75,high,>40
POL-003172,44,4,15300,788.1,1094.27,low,>40
POL-003173,62,2,5500,792.08,634.02,low,>40
POL-003174,18,6,8500,789.73,1706.2,high,<25
POL-003175,49,2,10000,918.35,1141.26,low,>40
POL-003176,36,16,16500,1115.68,1793.81,medium,25-40
POL-003177,74,5,8400,907.34,1006.76,low,>40
POL-003178,22,3,14500,951.84,2233.49,high,<25
POL-003179,37,7,7400,960.01,829.24,low,25-40
POL-003180,73,20,13500,971.6,1643.61,medium,>40
POL-003181,40,7,15900,856.57,1158.48,low,25-40
POL-003182,61,5,26100,910.34,1699.17,medium,>40
POL-003183,66,7,15100,781.88,1104.37,medium,>40
POL-003184,46,11,9300,915.72,892.36,low,>40
POL-003185,28,11,26400,934.54,2422.36,high,25-40
POL-003186,60,8,12400,952.41,1041.09,low,>40
POL-003187,41,13,19100,779.35,1312.46,medium,>40
POL-003188,22,7,10200,968.28,1717.3,medium,<25
POL-003189,34,6,14100,993.4,1304.74,low,25-40
POL-003190,28,7,9400,926.23,1201.72,low,25-40
POL-003191,39,4,15600,903.34,1333.72,medium,25-40
POL-003192,38,11,19400,840.77,1387.4,medium,25-40
POL-003193,22,4,10800,1150.25,2228.69,medium,<25
POL-003194,50,1,10500,906.63,1069.96,low,>40
POL-003195,39,2,15900,1133.14,1998.74,medium,25-40
POL-003196,26,8,9300,925.57,1192.54,low,25-40
POL-003197,72,4,6800,1134.88,1097.63,low,>40
POL-003198,21,11,15800,971.51,2805.81,high,<25
POL-003199,22,6,12900,1088.95,2249.81,high,<25
POL-003200,60,11,12700,927.27,1051.16,low,>40
POL-003201,69,1,17100,960.6,1827.21,medium,>40
POL-003202,32,4,18200,957.81,1563.18,medium,25-40
POL-003203,37,3,12600,1163.25,1494.85,low,25-40
POL-003204,66,20,8100,950.99,1056.39,low,>40
POL-003205,53,5,10100,844.58,823.63,low,>40
POL-003206,23,2,17600,972.04,3052.67,high,<25
POL-003207,64,8,14400,833.59,1004.22,low,>40
POL-003208,63,3,10500,920.72,950.86,low,>40
POL-003209,56,12,9500,928.75,844.25,low,>40
POL-003210,32,13,17800,825.48,1394.28,medium,25-40
POL-003211,49,3,12200,784.41,940.09,low,>40
POL-003212,37,4,18900,1069.05,1788.05,medium,25-40
POL-003213,29,8,20100,783.08,1665.08,high,25-40
POL-003214,33,12,11700,990.02,1176.03,low,25-40
POL-003215,31,8,20700,835.49,1408.41,medium,25-40
POL-003216,41,5,14400,981.99,1310.8,low,>40
POL-003217,50,2,15200,858.0,1287.8,medium,>40
POL-003218,44,19,5000,969.09,728.46,low,>40
POL-003219,38,8,8700,821.26,788.09,low,25-40
POL-003220,43,20,8900,818.28,894.78,low,>40
POL-003221,40,9,11700,840.17,950.5,low,25-40
POL-003222,28,19,14200,984.95,1969.91,medium,25-40
POL-003223,50,3,14500,981.31,1210.53,low,>40
POL-003224,50,4,15400,819.42,1051.18,low,>40
POL-003225,69,6,9900,975.98,1047.72,low,>40
POL-003226,71,3,18400,947.78,1750.71,medium,>40
POL-003227,36,1,30000,810.52,2160.02,high,25-40
POL-003228,46,4,11500,803.41,926.58,low,>40
POL-003229,37,9,10000,907.68,973.61,low,25-40
POL-003230,40,2,9900,921.61,1137.85,low,25-40
POL-003231,65,3,14000,971.85,1375.62,medium,>40
POL-003232,23,4,10700,1083.23,2086.18,medium,<25
POL-003233,46,3,6200,852.9,658.33,low,>40
POL-003234,21,4,7000,909.97,1596.07,medium,<25
POL-003235,53,6,21400,907.36,1369.47,medium,>40
POL-003236,50,2,24000,818.45,1653.07,medium,>40
POL-003237,51,4,27700,923.65,1735.4,medium,>40
POL-003238,69,6,14900,912.28,1277.44,low,>40
POL-003239,21,3,8600,1070.71,2146.88,medium,<25
POL-003240,74,2,11100,952.59,1494.94,medium,>40
POL-003241,24,3,6900,800.28,1158.84,medium,<25
POL-003242,63,5,6800,955.3,743.85,low,>40
POL-003243,21,1,15100,1080.61,3686.36,high,<25
POL-003244,21,9,17200,904.82,2761.47,high,<25
POL-003245,70,5,30000,905.09,2297.18,high,>40
POL-003246,38,3,13000,913.2,1197.6,low,25-40
POL-003247,69,2,7300,978.12,1069.92,low,>40
POL-003248,24,8,12800,815.78,1676.93,high,<25
POL-003249,38,14,11900,961.77,1250.4,low,25-40
POL-003250,33,4,10800,985.62,1145.82,low,25-40
POL-003251,44,20,15800,796.43,1264.69,medium,>40
POL-003252,49,6,7800,850.45,723.98,low,>40
POL-003253,28,6,14300,840.14,1431.76,medium,25-40
POL-003254,54,11,18100,971.76,1343.08,low,>40
POL-003255,72,9,25600,850.4,1888.54,high,>40
POL-003256,50,2,15500,1078.1,1638.84,medium,>40
POL-003257,18,4,21600,1124.54,4688.93,high,<25
POL-003258,41,12,11100,1118.16,1222.44,low,>40
POL-003259,43,9,11800,833.45,948.13,low,>40
POL-003260,62,20,24800,925.11,1870.78,medium,>40
POL-003261,31,8,7300,1078.26,923.19,low,25-40
POL-003262,41,9,11300,994.98,1100.47,low,>40
POL-003263,39,3,22400,946.74,1768.37,medium,25-40
POL-003264,63,13,12300,1089.99,1309.99,low,>40
POL-003265,44,1,11900,914.72,1272.83,low,>40
POL-003266,21,7,12000,1130.48,2674.03,high,<25
POL-003267,34,9,14200,1080.55,1455.75,low,25-40
POL-003268,36,8,22000,1084.5,1902.0,medium,25-40
POL-003269,38,6,20500,992.95,1663.31,medium,25-40
POL-003270,54,6,13600,781.39,878.36,low,>40
POL-003271,48,6,22100,920.25,1541.62,medium,>40
POL-003272,36,3,15700,966.27,1432.57,medium,25-40
POL-003273,53,8,19900,923.1,1328.95,medium,>40
POL-003274,38,3,8500,919.78,915.14,low,25-40
POL-003275,73,4,29500,955.37,2398.45,high,>40
POL-003276,41,2,14900,968.62,1559.91,medium,>40
POL-003277,18,20,5000,1112.23,2006.54,medium,<25
POL-003278,47,7,28500,1151.5,2275.78,medium,>40
POL-003279,55,2,13500,979.94,1361.69,low,>40
POL-003280,31,7,11300,961.69,1093.81,low,25-40
POL-003281,75,13,10300,957.39,1273.5,low,>40
POL-003282,40,8,16500,980.05,1357.78,low,25-40
POL-003283,19,6,9100,780.23,1762.09,high,<25
POL-003284,69,3,10400,951.01,1109.62,low,>40
POL-003285,40,8,10500,914.73,944.68,low,25-40
POL-003286,33,10,11800,923.55,1103.16,low,25-40
POL-003287,18,10,10700,1170.29,2998.26,high,<25
POL-003288,38,7,19800,1064.42,1743.22,medium,25-40
POL-003289,42,7,15300,1098.39,1448.85,low,>40
POL-003290,41,15,16100,1081.29,1629.53,medium,>40
POL-003291,66,14,17800,956.69,1662.07,medium,>40
POL-003292,39,5,12900,1158.56,1511.76,low,25-40
POL-003293,40,19,8500,1107.78,1175.67,low,25-40
POL-003294,43,2,30000,982.03,2492.46,high,>40
POL-003295,35,7,20500,815.1,1365.39,medium,25-40
POL-003296,70,8,27900,853.54,1963.2,high,>40
POL-003297,53,3,21500,982.96,1566.4,medium,>40
POL-003298,40,2,11000,919.49,1215.7,low,25-40
POL-003299,56,3,5000,986.58,609.18,low,>40
POL-003300,48,12,7800,1085.57,943.59,low,>40
POL-003301,46,12,18000,1118.92,1674.91,medium,>40
POL-003302,51,10,12900,795.07,881.74,low,>40
POL-003303,32,4,11200,810.69,965.0,low,25-40
POL-003304,62,12,5000,996.13,616.08,low,>40
POL-003305,66,4,13400,841.74,1158.01,low,>40
POL-003306,41,8,8300,1126.06,998.11,low,>40
POL-003307,37,6,9700,1168.77,1203.75,low,25-40
POL-003308,36,5,19800,936.67,1614.74,medium,25-40
POL-003309,42,10,8500,918.95,844.65,low,>40
POL-003310,30,11,8900,1156.84,1150.35,low,25-40
POL-003311,37,3,14700,1065.36,1513.33,medium,25-40
POL-003312,33,6,20000,978.94,1613.73,medium,25-40
POL-003313,69,10,11300,1066.45,1273.88,low,>40
POL-003314,49,0,26100,929.52,2155.01,high,>40
POL-003315,25,8,7600,808.15,913.21,low,25-40
POL-003316,47,11,7000,932.76,755.7,low,>40
POL-003317,43,9,6800,1091.26,867.61,low,>40
POL-003318,70,9,6400,1076.12,970.56,low,>40
POL-003319,29,6,15700,779.26,1411.13,medium,25-40
POL-003320,21,10,8700,976.1,1912.78,medium,<25
POL-003321,54,2,7200,945.91,873.53,low,>40
POL-003322,37,3,16000,1082.14,1624.22,medium,25-40
POL-003323,46,9,19600,910.31,1440.19,medium,>40
POL-003324,29,10,21700,928.95,2119.77,high,25-40
POL-003325,41,13,20000,1103.69,1915.13,medium,>40
POL-003326,33,17,8900,946.33,1086.54,low,25-40
POL-003327,48,4,15300,1075.32,1493.07,low,>40
POL-003328,24,3,16900,1173.75,3042.52,high,<25
POL-003329,21,11,10900,801.04,1817.46,high,<25
POL-003330,22,4,14500,1113.43,2612.66,high,<25
POL-003331,48,6,7700,969.86,818.74,low,>40
POL-003332,40,11,10200,1098.74,1136.97,low,25-40
POL-003333,28,7,16000,910.34,1668.91,medium,25-40
POL-003334,20,10,26600,1106.17,4482.07,high,<25
POL-003335,52,3,22700,824.34,1360.83,medium,>40
POL-003336,40,8,18200,848.02,1252.19,medium,25-40
POL-003337,56,8,14000,1105.21,1266.0,low,>40
POL-003338,45,13,13100,987.0,1300.85,low,>40
POL-003339,68,15,7000,823.78,780.25,low,>40
POL-003340,48,4,9300,1144.36,1149.66,low,>40
POL-003341,28,3,9400,905.37,1236.48,low,25-40
POL-003342,59,10,17500,987.59,1335.38,low,>40
POL-003343,63,1,20700,1087.91,2060.97,medium,>40
POL-003344,38,11,18800,933.46,1509.22,medium,25-40
POL-003345,44,11,23000,821.94,1442.87,medium,>40
POL-003346,34,4,13900,993.68,1361.1,low,25-40
POL-003347,39,0,8700,935.34,1114.86,low,25-40
POL-003348,50,12,13200,797.08,897.28,low,>40
POL-003349,48,16,9700,993.77,1077.38,low,>40
POL-003350,35,15,18200,979.3,1678.16,medium,25-40
POL-003351,30,15,11500,833.4,1059.69,low,25-40
POL-003352,31,2,12900,941.42,1449.54,medium,25-40
POL-003353,53,7,18400,1111.09,1520.15,low,>40
POL-003354,61,8,9700,856.95,798.54,low,>40
POL-003355,42,7,20800,784.65,1263.67,medium,>40
POL-003356,64,10,7400,1148.84,916.74,low,>40
POL-003357,22,3,15500,959.61,2351.48,high,<25
POL-003358,23,1,13000,1172.46,3023.95,high,<25
POL-003359,36,1,19600,1126.54,2276.55,medium,25-40
POL-003360,65,12,7300,929.15,835.48,low,>40
POL-003361,61,2,6800,976.59,897.31,low,>40
POL-003362,30,7,18900,859.82,1366.2,medium,25-40
POL-003363,46,4,11300,853.41,973.09,low,>40
POL-003364,46,4,13000,803.17,1003.14,low,>40
POL-003365,26,5,10000,935.4,1329.92,medium,25-40
POL-003366,71,4,20400,974.21,1924.36,medium,>40
POL-003367,69,1,15400,1131.0,2009.79,medium,>40
POL-003368,63,5,15000,779.95,1015.65,low,>40
POL-003369,50,3,8000,915.98,767.67,low,>40
POL-003370,24,3,16900,786.01,2037.44,high,<25
POL-003371,45,19,8600,919.48,983.28,low,>40
POL-003372,31,2,10000,1098.15,1432.93,low,25-40
POL-003373,55,5,7300,994.38,785.22,low,>40
POL-003374,36,7,12600,966.76,1180.23,low,25-40
POL-003375,73,19,21800,907.7,2096.68,high,>40
POL-003376,29,2,14900,960.2,2087.57,high,25-40
POL-003377,59,15,11100,1112.91,1211.69,low,>40
POL-003378,20,5,14200,974.13,2705.93,high,<25
POL-003379,54,6,14100,986.47,1135.22,low,>40
POL-003380,18,10,13900,908.7,2759.66,high,<25
POL-003381,61,16,14600,995.59,1337.57,low,>40
POL-003382,59,4,8500,908.0,791.57,low,>40
POL-003383,46,8,14200,839.05,1054.37,low,>40
POL-003384,71,7,6100,988.3,846.16,low,>40
POL-003385,23,7,17500,1148.19,2892.3,high,<25
POL-003386,44,11,8200,791.36,710.59,low,>40
POL-003387,30,4,22900,1087.3,2060.27,medium,25-40
POL-003388,45,5,5000,782.38,525.1,low,>40
POL-003389,24,1,28700,1078.68,4655.1,high,<25
POL-003390,35,9,6500,908.3,736.34,low,25-40
POL-003391,66,6,7900,783.4,726.24,low,>40
POL-003392,67,16,15400,825.09,1304.66,medium,>40
POL-003393,58,2,17800,909.79,1513.13,medium,>40
POL-003394,22,20,11900,1111.61,2569.25,high,<25
POL-003395,38,10,20200,969.92,1643.12,medium,25-40
POL-003396,55,10,9400,903.94,816.07,low,>40
POL-003397,47,4,11300,831.39,947.98,low,>40
POL-003398,36,5,11800,1148.8,1414.65,low,25-40
POL-003399,62,4,10600,1124.11,1168.08,low,>40
POL-003400,44,14,5700,947.68,727.21,low,>40
POL-003401,69,1,13400,1145.85,1860.14,medium,>40
POL-003402,55,6,12800,952.82,1029.68,low,>40
POL-003403,32,6,21900,950.88,1662.72,medium,25-40
POL-003404,31,4,7600,978.67,905.41,low,25-40
POL-003405,36,3,10100,847.68,943.46,low,25-40
POL-003406,32,1,23200,809.21,1824.71,high,25-40
POL-003407,35,6,15400,941.97,1310.18,low,25-40
POL-003408,43,9,17300,1153.69,1683.0,medium,>40
POL-003409,66,6,16600,954.26,1433.43,medium,>40
POL-003410,46,3,16600,835.32,1222.97,medium,>40
POL-003411,32,6,30000,785.16,1684.58,high,25-40
POL-003412,36,16,14100,911.56,1323.27,medium,25-40
POL-003413,51,4,8600,953.02,837.16,low,>40
POL-003414,40,7,18000,846.18,1240.53,medium,25-40
POL-003415,73,8,10500,804.96,980.95,low,>40
POL-003416,40,2,12800,993.76,1449.92,medium,25-40
POL-003417,21,5,15900,841.35,2515.34,high,<25
POL-003418,65,5,9300,976.76,1059.79,low,>40
POL-003419,72,6,10700,981.73,1211.13,low,>40
POL-003420,22,14,16700,799.87,2160.26,high,<25
POL-003421,33,2,10500,933.88,1257.85,low,25-40
POL-003422,43,14,20900,788.71,1408.3,medium,>40
POL-003423,46,10,8700,938.63,875.88,low,>40
POL-003424,32,20,8600,1068.01,1199.22,low,25-40
POL-003425,19,1,30000,1148.17,6993.93,high,<25
POL-003426,25,0,6800,844.81,1103.06,low,25-40
POL-003427,72,20,13300,796.52,1334.42,medium,>40
POL-003428,38,2,30000,949.04,2529.17,high,25-40
POL-003429,50,3,13300,1139.26,1328.64,low,>40
POL-003430,33,3,24700,973.04,1936.72,medium,25-40
POL-003431,43,9,18100,994.6,1494.18,medium,>40
POL-003432,63,5,13500,795.45,967.27,low,>40
POL-003433,39,4,12700,1091.63,1410.04,low,25-40
POL-003434,64,18,5200,1159.63,849.49,low,>40
POL-003435,61,1,11700,786.97,1028.91,low,>40
POL-003436,30,12,15000,977.16,1364.2,low,25-40
POL-003437,44,6,15000,915.17,1191.73,low,>40
POL-003438,61,3,30000,946.62,1934.29,medium,>40
POL-003439,63,4,15300,958.76,1264.67,low,>40
POL-003440,71,5,17900,841.97,1527.66,medium,>40
POL-003441,66,3,22800,913.38,1775.11,medium,>40
POL-003442,19,11,17200,1156.29,4033.07,high,<25
POL-003443,67,5,13000,983.3,1326.37,low,>40
POL-003444,46,10,13000,977.88,1184.71,low,>40
POL-003445,29,4,11500,855.86,1332.55,medium,25-40
POL-003446,54,7,16500,985.36,1255.93,low,>40
POL-003447,46,7,12500,1150.01,1330.18,low,>40
POL-003448,20,6,17900,1128.89,3462.92,high,<25
POL-003449,24,15,8600,1154.57,2025.65,medium,<25
POL-003450,28,16,14400,1173.24,2219.93,medium,25-40
POL-003451,40,10,27100,1135.38,2217.36,medium,25-40
POL-003452,40,13,12200,925.55,1164.71,low,25-40
POL-003453,37,10,30000,799.32,1751.07,high,25-40
POL-003454,46,4,14500,1153.15,1546.21,low,>40
POL-003455,28,6,13200,1174.82,1900.62,medium,25-40
POL-003456,37,1,14200,1087.55,1782.38,medium,25-40
POL-003457,39,3,11700,994.66,1218.09,low,25-40
POL-003458,43,2,5500,927.99,781.91,low,>40
POL-003459,30,3,20100,812.85,1415.04,medium,25-40
POL-003460,47,8,30000,988.77,2020.42,medium,>40
POL-003461,42,4,16800,993.87,1466.47,medium,>40
POL-003462,66,11,17200,1127.5,1769.7,medium,>40
POL-003463,27,3,12400,1170.41,1913.77,medium,25-40
POL-003464,22,9,22700,982.53,2992.72,high,<25
POL-003465,40,3,13300,984.81,1248.39,low,25-40
POL-003466,33,14,15200,850.2,1295.96,medium,25-40
POL-003467,36,3,6700,939.19,800.54,low,25-40
POL-003468,49,9,10600,1067.43,1132.54,low,>40
POL-003469,52,4,15900,918.14,1202.54,low,>40
POL-003470,31,17,20300,909.57,1784.88,medium,25-40
POL-003471,68,17,20600,1091.15,2223.48,medium,>40
POL-003472,33,8,6600,783.53,628.3,low,25-40
POL-003473,32,8,6900,1095.02,903.82,low,25-40
POL-003474,54,11,17600,958.45,1300.78,low,>40
POL-003475,45,9,9600,790.57,786.47,low,>40
POL-003476,52,12,20200,932.5,1384.14,medium,>40
POL-003477,30,3,6500,797.38,666.41,low,25-40
POL-003478,34,6,12900,911.53,1129.95,low,25-40
POL-003479,39,4,13300,966.73,1286.74,low,25-40
POL-003480,30,16,16800,852.23,1386.37,medium,25-40
POL-003481,19,2,8500,1144.19,3070.48,high,<25
POL-003482,33,18,5600,967.5,822.0,low,25-40
POL-003483,57,6,14600,859.61,1011.89,low,>40
POL-003484,38,12,17100,1145.9,1742.0,medium,25-40
POL-003485,27,4,21200,906.97,2101.54,high,25-40
POL-003486,24,2,11500,1088.44,2592.22,high,<25
POL-003487,46,16,19100,963.06,1621.84,medium,>40
POL-003488,32,9,16800,831.4,1249.44,medium,25-40
POL-003489,63,2,24500,1157.25,2446.15,high,>40
POL-003490,61,6,13200,917.59,1044.63,low,>40
POL-003491,43,5,6200,859.46,663.4,low,>40
POL-003492,60,9,13100,951.55,1100.64,low,>40
POL-003493,69,3,14000,989.94,1401.23,medium,>40
POL-003494,46,2,17000,822.41,1442.96,medium,>40
POL-003495,19,7,6800,920.26,1719.77,medium,<25
POL-003496,53,3,11700,935.85,1004.17,low,>40
POL-003497,63,16,20000,923.51,1522.36,medium,>40
POL-003498,46,11,12900,927.6,1118.17,low,>40
POL-003499,35,11,11800,987.08,1179.04,low,25-40
POL-003500,20,1,30000,938.35,5001.36,high,<25
POL-003501,29,4,8300,919.85,1158.63,low,25-40
POL-003502,29,5,23500,1104.83,2737.26,high,25-40
POL-003503,52,3,21400,829.62,1318.04,medium,>40
POL-003504,33,9,12200,921.58,1124.92,low,25-40
POL-003505,69,9,13300,783.18,1040.05,low,>40
POL-003506,25,10,13300,1161.68,1928.36,medium,25-40
POL-003507,64,13,14700,925.23,1248.57,low,>40
POL-003508,34,12,10300,991.45,1084.1,low,25-40
POL-003509,51,20,11100,906.98,1053.31,low,>40
POL-003510,67,6,11500,964.33,1141.09,low,>40
POL-003511,23,5,11700,833.55,1701.31,medium,<25
POL-003512,30,9,11700,917.32,1089.67,low,25-40
POL-003513,73,14,5000,833.55,693.15,low,>40
POL-003514,24,1,14100,1107.42,3011.05,high,<25
POL-003515,24,3,10600,938.77,1796.96,medium,<25
POL-003516,33,4,5800,985.86,765.11,low,25-40
POL-003517,50,7,11500,992.98,1000.92,low,>40
POL-003518,24,4,11400,918.66,1843.63,medium,<25
POL-003519,22,13,24000,1140.62,3899.41,high,<25
POL-003520,24,7,10600,917.2,1667.89,medium,<25
POL-003521,18,6,18200,905.83,3210.12,high,<25
POL-003522,59,9,25200,916.71,1571.07,medium,>40
POL-003523,50,1,10200,962.79,1115.02,low,>40
POL-003524,25,8,13200,1145.36,1852.96,medium,25-40
POL-003525,56,3,29400,950.67,1856.68,medium,>40
POL-003526,42,11,15000,992.91,1320.18,low,>40
POL-003527,39,1,16000,841.66,1490.66,medium,25-40
POL-003528,20,9,11200,1082.1,2498.87,high,<25
POL-003529,43,3,18400,922.25,1443.69,medium,>40
POL-003530,30,14,13300,827.88,1157.02,low,25-40
POL-003531,52,2,5900,934.16,757.95,low,>40
POL-003532,25,6,11500,1064.1,1573.93,medium,25-40
POL-003533,34,10,7900,780.99,718.72,low,25-40
POL-003534,71,8,14200,941.27,1395.73,medium,>40
POL-003535,30,8,8900,952.24,927.38,low,25-40
POL-003536,52,2,16700,832.57,1328.46,medium,>40
POL-003537,65,2,13800,1149.47,1902.03,medium,>40
POL-003538,62,8,7700,1172.5,940.31,low,>40
POL-003539,39,7,10800,982.19,1084.74,low,25-40
POL-003540,48,3,17800,936.31,1434.45,medium,>40
